no,judul_proposal,judul_skripsi,prodi
1503,EVALUASI USABILITY PADA PERANGKAT LUNAK MYHERITAGE DENGAN METODE USABILITY TESTING,Evaluasi Aplikasi Silsilah Keluarga MyHeritage dengan Pengujian Usability,SI
1504,Evaluasi User Experience Pada Social Application Mobile HAGO Menggunakan Metode Cognitive Walkthrough,EVALUASI USER EXPERIENCE PADA SOCIAL APPLICATION MOBILE HAGO MENGGUNAKAN METODE ENHANCED COGNITIVE WALKTHROUGH,SI
1505,"ANALISIS DAN PEMODELAN PROSES BISNIS MENGGUNAKAN PROSES BISNIS IMPROVEMENT (BPI) PADA RUMAH SAKIT UMUM DAERAH PRAYA KABUPATEN LOMBOK TENGAH 
(STUDI KASUS: SISTEM PEMBAGIAN JASA PELAYANAN DI RUMAH SAK","ANALISIS DAN PEMODELAN PROSES BISNIS MENGGUNAKAN PROSES BISNIS IMPROVEMENT (BPI) PADA RUMAH SAKIT UMUM DAERAH PRAYA KABUPATEN LOMBOK TENGAH
(STUDI KASUS RUMAH SAKIT UMUM DAERAH PRAYA KABUPATEN LOMBOK TENGAH)",SI
1506,PENGEMBANGAN ANTARMUKA WEBSITE DENGAN MENGGUNAKAN METODE GOAL DIRECTED DESIGN (STUDI KASUS: PT. FOCUS INSERVINDO),PENGEMBANGAN ANTARMUKA WEBSITE DENGAN MENGGUNAKAN METODE GOAL DIRECTED DESIGN (STUDI KASUS: PT. FOCUS INSERVINDO),SI
1507,Perancangan Aplikasi Penggajian Karyawan CV. Kuranji Karya Mandiri Dengan Mengadaptasi Human Centered Design (HCD),PERANCANGAN ANTARMUKA APLIKASI PENGGAJIAN KARYAWAN CV. KURANJI KARYA MANDIRI MENGGUNAKAN METODE HUMAN CENTERED DESIGN (HCD),SI
1508,EVALUASI TATA KELOLA SISTEM INFORMASI AKADEMIK DENGAN METODE COBIT 5 (STUDI KASUS : UNIVERSITAS KADIRI),,SI
1509,PERANCANGAN USER EXPERIENCE APLIKASI MOBILE MENGGUNAKAN METODE HUMAN CENTERED DESIGN (STUDI KASUS : UNIVERSITAS KADIRI),PERANCANGAN USER EXPERIENCE APLIKASI PRESENSI MOBILE MENGGUNAKAN METODE HUMAN CENTERED DESIGN (STUDI KASUS : UNIVERSITAS KADIRI),SI
1510,Evaluasi Desain Antarmuka Aplikasi Simpel Arema (Sistem Monitoring Pelanggan Area Malang) menggunakan Metode Cognitive Walkthrough dan Heuristic Evaluation,EVALUASI DAN PERBAIKAN ANTARMUKA APLIKASI SISTEM MONITORING PELANGGAN PT. PLN (PERSERO) AREA MALANG MENGGUNAKAN METODE COGNITIVE WALKTHROUGH DAN HEURISTIC EVALUATION,SI
1511,Analisis Aspek Usability dan User Experience Website dan Aplikasi Mobile Transfer Antar Bank Tanpa Biaya (Studi Kasus: Website Flip.id dan Aplikasi Mobile Flip),,SI
1512,Evaluasi Pengalaman Pengguna Menggunakan Metode Usability Testing dan User Experience Questionnaire (UEQ) pada Situs Web SMA Negeri 8 Malang,,SI
1513,ANALISIS DAN PERBAIKAN PROSES BISNIS PADA DINAS PENANGGULANGAN KEBAKARAN KOTA BATU MENGGUNAKAN METODE BUSINESS PROCESS IMPROVEMENT (BPI),,SI
1514,"ANALISIS DAN EVALUASI PROSES BISNIS MENGGUNAKAN METODE FAILURE MODE AND EFFECT ANLYSIS (FMEA) DAN QUALITY EVALUATION FRAMEWORK (QEF) 
(STUDI KASUS: DINAS PERPUSTAKAAN DAN KEARSIPAN KOTA BATU)","ANALISIS DAN EVALUASI PROSES BISNIS MENGGUNAKAN METODE FAILURE MODE AND EFFECT ANALYSIS (FMEA) DAN QUALITY EVALUATION FRAMEWORK (QEF) 
(STUDI KASUS: DINAS PERPUSTAKAAN DAN KEARSIPAN KOTA BATU)",SI
1515,"ANALISIS DAN EVALUASI PROSES BISNIS MENGGUNAKAN METODE FAILURE MODE AND EFFECT ANALYSIS (FMEA) DAN QUALITY EVALUATION FRAMEWORK (QEF)
(STUDI PADA DINAS DINAS PERPUSTAKAAN DAN KEARSIPAN KOTA BATU)","ANALISIS DAN EVALUASI PROSES BISNIS MENGGUNAKAN METODE FAILURE MODE AND EFFECT ANALYSIS (FMEA)
(STUDI PADA DINAS PERPUSTAKAAN DAN KEARSIPAN KOTA BATU)",SI
1516,Evaluasi Usability Terhadap Antarmuka Pengguna Aplikasi LKAI (Lembar Kerja Anggaran Investasi) Area Malang Menggunakan Metode Cognitive Walkthrough dan Heuristic Evaluation,EVALUASI DAN PERBAIKAN ANTARMUKA APLIKASI LEMBAR KERJA ANGGARAN INVESTASI PT. PLN (PERSERO) AREA MALANG MENGGUNAKAN METODE COGNITIVE WALKTHROUGH DAN HEURISTIC EVALUATION,SI
1517,EVALUASI PENGALAMAN PENGGUNA PADA APLIKASI PERANGKAT BERGERAK MANDIRI ONLINE DENGAN METODE UX-CURVE,EVALUASI PENGALAMAN PENGGUNA PADA APLIKASI PERANGKAT BERGERAK MANDIRI ONLINE DENGAN METODE UX-CURVE,SI
1518,EVALUASI PENGALAMAN PENGGUNA PADA APLIKASI PERANGKAT BERGERAK MANDIRI ONLINE DENGAN METODE UX-CURVE,,SI
1519,"ANALISIS DAN EVALUASI TATA KELOLA MANAJEMEN RUMAH SAKIT HARAPAN KITA MENGGUNAKAN FRAMEWORK COBIT 5
(STUDI KASUS: RUMAH SAKIT HARAPAN KITA)",,SI
1520,EVALUASI TATA KELOLA SISTEM KEAMANAN INFORMASI PADA DINAS KOMUNIKASI DAN INFORMATIKA KOTA MALANG DENGAN MENGGUNAKAN FRAMEWORK COBIT 5,"ANALISIS MATURITAS TATA KELOLA KEAMANAN TEKNOLOGI INFORMASI PADA PROSES APO13 MANAGE SECURITY DAN DSS05 MANAGE SECURITY SERVICE BERDASARKAN FRAMEWORK COBIT 5
(STUDI PADA DINAS KOMUNIKASI DAN INFORMATIKA KOTA MALANG)",SI
1521,ANALISIS MATURITAS KEAMANAN TEKNOLOGI INFORMASI PADA PROSES APO13 MANAGE SECURITY DAN DSS05 MANAGE SECURITY SERVICE BERDASARKAN FRAMEWORK COBIT 5 (STUDI PADA DINAS KOMUNIKASI DAN INFORMATIKA KOTA MALANG,Evaluasi Kapabilitas Keamanan Teknologi Informasi Pada Proses APO13 dan DSS05 Berdasarkan Framework COBIT 5 (Studi Pada Dinas Komunikasi dan Informatika Kota Malang),SI
1522,Evaluasi Pengalaman Pengguna Pada E-Commerce Watsons.co.id dan Sociolla.com Menggunakan Usability Testing dan User Experience Questionner (UEQ),EVALUASI PENGALAMAN PENGGUNA PADA E-COMMERCE SOCIOLLA.COM MENGGUNAKAN USABILITY TESTING DAN USER EXPERIENCE QUESTIONNAIRE (UEQ),SI
1523,Analisis dan Perancangan Sistem Informasi Penanganan Sampah Berbasis Web pada Dinas Lingkungan Hidup dan Kebersihan Kabupaten SIdoarjo,Analisis dan Perancangan Sistem Informasi Pelaporan Sampah (Studi Kasus Pada Dinas Lingkungan Hidup dan Kebersihan Kabupaten Sidoarjo),SI
1524,ANALISIS PENGARUH TRUST DAN VALUE TERHADAP MINAT PENGGUNAAN OVO DI MALANG DENGAN MENGGUNAKAN TECHNOLOGY ACCEPTANCE MODEL TERMODIFIKASI,Analisis Value Terhadap Minat Penggunaan OVO Di Malang Raya Menggunakan Consumption Value Model,SI
1525,Evaluasi dan Perbaikan Desain Website Antarmuka Wetrip.com dengan Menggunakan Pendekatan Human Centered Design (HCD),,SI
1526,Evaluasi dan Perbaikan Rancangan Antarmuka E-Learning Fakultas Ilmu Komputer Universitas Brawijaya (elearning-filkom.ub.ac.id) Dengan Menggunakan Metode Goal-Directed Design (GDD),EVALUASI DAN PERBAIKAN RANCANGAN ANTARMUKA E-LEARNING FAKULTAS ILMU KOMPUTER UNIVERSITAS BRAWIJAYA (ELEARNING-FILKOM.UB.AC.ID) DENGAN MENGGUNAKAN METODE GOAL-DIRECTED DESIGN (GDD),SI
1527,Evaluasi Usability Pada Aplikasi BNI Mobile Banking Dengan Menggunakan Metode Usability Testing Dan System Usability Scale (SUS),Evaluasi Usability Pada Aplikasi BNI Mobile Banking Dengan Menggunakan Metode Usability Testing dan System Usability Scale (SUS),SI
1528,Perbaikan Proses Bisnis Menggunakan Metode Business Process Improvement (BPI) (Studi kasus Online Requisition (ORAS) pada PT Freeport Indonesia),PERBAIKAN PROSES BISNIS MENGGUNAKAN METODE BUSINESS PROCESS IMPROVEMENT (BPI) (STUDI KASUS ONLINE REQUISITION (ORAS) PADA PT FREEPORT INDONESIA),SI
1529,EVALUASI PENGALAMAN PENGGUNA PADA WEBSITE E-COMMERCE SHOPEE DENGAN MENGGUNAKAN METODE COGNITIVE WALKTHROUGH DAN SYSTEM USABILITY SCALE (SUS),EVALUASI USABILITY PADA WEBSITE E-COMMERCE XYZ DENGAN MENGGUNAKAN METODE COGNITIVE WALKTHROUGH DAN SYSTEM USABILITY SCALE (SUS),SI
1530,Analisis Kesuksesan Aplikasi Mobile Transportasi Umum Trafi Berdasarkan Perspektif Pengguna di Kota Jakarta Dengan Menggunakan Delone and McLean Success Model,Analisis Penerimaan Implementasi Smart Classroom Berdasarkan Perspektif Pengguna di Fakultas Pertanian Universitas Brawijaya Dengan Menggunakan Technology Acceptance Model (TAM) Termodifikasi,SI
1531,EVALUASI PENGALAMAN PENGGUNA DI TOKOPEDIA DENGAN METODE ONLINE CUSTOMER SERVICE EXPERIENCE (OCSE),Evaluasi Pengalaman Pelanggan Berdasarkan Metode Online Customer Service Experience (OCSE) Studi Kasus Tokopedia,SI
1532,Evaluasi Perbandingan pada Aplikasi Musik Digital Menggunakan Metode Usability Testing dan User Experience Questionnaire (UEQ) (Studi Kasus: Spotify Dan Joox),ANALISIS PERBANDINGAN PENGALAMAN PENGGUNA PADA APLIKASI MUSIC STREAMING MENGGUNAKAN METODE UX CURVE (STUDI PADA SPOTIFY DAN JOOX),SI
1533,ESTIMASI BIAYA PERANGKAT LUNAK MENGGUNAKAN METODE USE CASE POINT (STUDI KASUS: PT. PLN (PERSERO) AREA MALANG),ESTIMASI BIAYA PERANGKAT LUNAK MENGGUNAKAN METODE USE CASE POINT (STUDI KASUS: PT. PLN(PERSERO) AREA MALANG),SI
1534,EVALUASI FAKTOR PENERIMAAN PENGGUNA APLIKASI SIMPG ON FARM PT. PERKEBUNAN NUSANTARA XI SURABAYA DENGAN MENGGUNAKAN METODE UTAUT TERMODIFIKASI,"PENGARUH PERFORMANCE EXPECTANCY, EFFORT EXPECTANCY DAN SOCIAL INFLUENCE TERHADAP BEHAVIORAL INTENTION DALAM IMPLEMENTASI APLIKASI SIMPG PT PERKEBUNAN NUSANTARA XI SURABAYA",SI
1535,PEMBANGUNAN SISTEM INFORMASI MONITORING KONDISI MESIN PRODUKSI BERBASIS MOBILE PADA PT. XYZ,,SI
1536,PENGEMBANGAN SISTEM INFORMASI LAYANAN BANTUAN MENGELOLA DIABETES BAGI PENYANDANG PENYAKIT DIABETES TIPE DUA BERBASIS ANDROID,PENGEMBANGAN SISTEM INFORMASI LAYANAN BANTUAN MENGELOLA DIABETES BAGI PENYANDANG PENYAKIT DIABETES TIPE DUA BERBASIS ANDROID,SI
1537,ANALISIS PENERAPAN MODEL UNIFIED THEORY OF ACCEPTANCE AND USE OF TECHNOLOGY (UTAUT) TERMODIFIKASI UNTUK MEMAHAMI NIAT PENGGUNAAN APLIKASI MOBILE XYZ OLEH PELANGGAN OPERATOR XYZ DI INDONESIA,ANALISIS PENERAPAN MODEL UNIFIED THEORY OF ACCEPTANCE AND USE OF TECHNOLOGY (UTAUT) TERMODIFIKASI UNTUK MEMAHAMI NIAT PENGGUNAAN APLIKASI MOBILE MYTELKOMSEL OLEH PELANGGAN TELKOMSEL DI INDONESIA,SI
1538,"EVALUASI SISTEM INFORMASI MANAJEMEN RUMAH SAKIT (SIMRS) RSUD GAMBIRAN KEDIRI MENGGUNAKAN FRAMEWORK HUMAN, ORGANIZATION, AND TECHNOLOGY- FIT (HOT-FIT) MODEL","EVALUASI SISTEM INFORMASI MANAJEMEN RUMAH SAKIT
(SIMRS) RSUD GAMBIRAN KEDIRI MENGGUNAKAN
FRAMEWORK HUMAN, ORGANIZATION, AND
TECHNOLOGY- FIT (HOT-FIT) MODEL",SI
1539,"EVALUASI SISTEM INFORMASI MANAJEMEN RUMAH SAKIT (SIMRS) RSUD GAMBIRAN KEDIRI MENGGUNAKAN FRAMEWORK HUMAN, ORGANIZATION, AND TECHNOLOGY- FIT (HOT-FIT) MODEL","EVALUASI SISTEM INFORMASI MANAJEMEN RUMAH SAKIT (SIMRS) RSUD GAMBIRAN KEDIRI MENGGUNAKAN FRAMEWORK HUMAN, ORGANIZATION, AND TECHNOLOGY- FIT (HOT-FIT) MODEL",SI
1540,Evaluasi Tata Kelola Keamanan Informasi Menggunakan Framework COBIT 5 Pada Domain APO13 dan DSS05 (Studi Kasus : PT Gagas Energi Indonesia),"EVALUASI TATA KELOLA KEAMANAN INFORMASI MENGGUNAKAN COBIT 5 PADA DOMAIN APO13 DAN DSS05
(STUDI PADA PT GAGAS ENERGI INDONESIA)",SI
1541,EVALUASI USABILITY APLIKASI MOBILE BANKING DENGAN MENGGUNAKAN METODE USABILITY TESTING (studi kasus: APLIKASI JAKONE MOBILE PT. BANK DKI),EVALUASI USABILITY APLIKASI MOBILE BANKING DENGAN MENGGUNAKAN USABILITY TESTING (Studi kasus: APLIKASI JAKONE MOBILE PT.BANK DKI),SI
1542,Evaluasi Kebutuhan Pengguna pada Aplikasi RuangGuru Berbasis Mobile menggunakan metode Fuzzy Kano,Analisis Kebutuhan Pengguna Aplikasi Ruangguru Menggunakan Metode Fuzzy Kano,SI
1543,Perancangan Antarmuka Sistem Informasi Akademik Mahasiswa Berbasis Perangkat Bergerak,Perancangan Antarmuka Sistem Informasi Akademik Mahasiswa Berbasis Perangkat Bergerak,SI
1544,"Pengembangan Sistem Informasi Transaksi, Penjadwalan, dan Penggajian (Menggunakan Metode Rational Unified Process Pada CV. Dwi Artha Indah Samarinda)",Pengembangan Sistem Informasi Reservasi Pada CV. Dwi Artha Indah Samarinda Menggunakan Metode Rational Unified Process,SI
1545,EVALUASI DAN REKOMENDASI PERBAIKAN USABILITY PADA SYSTEM AUTOWORKSYS PADA PT. PRIMA BERKAT GEMILANG DENGAN MENGGUNAKAN METODE HEURISTIC EVALUATION DAN SYSTEM USABILITY SCALE (SUS),EVALUASI DAN REKOMENDASI PERBAIKAN USABILITY PADA SYSTEM AUTOWORKSYS PADA PT. PRIMA BERKAT GEMILANG DENGAN MENGGUNAKAN METODE HEURISTIC EVALUATION DAN SYSTEM USABILITY SCALE (SUS),SI
1546,EVALUASI TATA KELOLA ASET TEKNOLOGI INFORMASI DENGAN FRAMEWORK COBIT 5 (STUDI KASUS : KANTOR PERWAKILAN BANK INDONESIA JEMBER),ANALISIS MATURITAS TATA KELOLA ASET TEKNOLOGI INFORMASI DI PERUSAHAAN XYZ MENGGUNAKAN COBIT 5 PROSES BAI09 MANAGE ASSETS,SI
1547,"Evaluasi Sumber Daya Teknologi Informasi Menggunakan COBIT 5 dengan Fokus Proses EDM04, APO07 dan BAI08 (Studi Kasus : PT Petrojaya Boral Plasterboard)",,SI
1548,"Evaluasi Pengelolaan Keamanan, dan Pengelolaan Layanan Keamanan pada Dinas Komunikasi dan Informatika Kota Malang Menggunakan Kerangka Kerja COBIT 5",,SI
1549,PERBAIKAN PROSES BISNIS LAYANAN DI KLINIK UMUM MENGGUNAKAN BUSINESS PROCESS IMPROVEMENT (BPI) (STUDI KASUS: RS dr. M. Munir),PERBAIKAN PROSES BISNIS MENGGUNAKAN BUSINESS PROCESS IMPROVEMENT (BPI) PADA UNIT REKAM MEDIS RS dr. M. MUNIR,SI
1550,Pengembangan Sistem Informasi Praktik Kerja Industri (Prakerin) Berbasis Website Menggunakan Metode Waterfall,,SI
1551,Pembangunan Sistem Informasi Praktik Kerja Industri (Prakerin) Berbasis Website Menggunakan Model Pengembangan Perangkat Lunak Waterfall Studi Kasus : SMK Plus Almaarif Singosari,PEMBANGUNAN SISTEM INFORMASI PRAKTIK KERJA INDUSTRI (PRAKERIN) BERBASIS WEBSITE MENGGUNAKAN MODEL PENGEMBANGAN PERANGKAT LUNAK WATERFALL STUDI KASUS : SMK PLUS ALMAARIF SINGOSARI,SI
1552,Analisis Pengalaman Pengguna Aplikasi Line dan WhatsApp menggunakan Kuesioner Mecue,,SI
1553,ANALISIS DAN PERBAIKAN PROSES BISNIS MENGGUNAKAN METODE BUSINESS PROCESS IMPROVEMENT (BPI) (STUDI KASUS: KANTOR SYAHBANDARAN DAN OTORITAS PELABUHAN KELAS III SAMPIT ),Analisis dan Perbaikan Proses Bisnis Menggunakan Metode Business Process Improvement (BPI) (Studi Kasus: Kantor Kesyahbandaran dan Otoritas Pelabuhan Kelas III Sampit),SI
1554,ANALISIS DAN DESAIN PROSES BISNIS CV.PASTIJADI DENGAN METODE ABSTRAKSI VERTIKAL,ANALISIS DAN EVALUASI PROSES BISNIS PADA CV.PASTIJADI DENGAN MENGGUNAKAN KONSEP VERTIKAL ABSTRAKSI,SI
1555,Evaluasi Kualitas Website Dengan Menggunakan Metode Webqual 4.0 Dan Importance-Perfomance Analysis (IPA) (Studi Kasus : Puskesmas Tarik Kabupaten Sidoarjo),"EVALUASI USABILITY TERHADAP DESAIN ANTARMUKA WEBSITE MENGGUNAKAN METODE HEURISTIC EVALUATION
(STUDI KASUS : PUSKESMAS TARIK KABUPATEN SIDOARJO)",SI
1556,Analisis dan Perancangan Desain Sistem Informasi Pengaduan Publik (SAMBAT ONLINE) (Studi Kasus: Kementerian Kominfo Kota Malang),ANALISIS DAN PERANCANGAN SISTEM INFORMASI TERINTEGRASI UNTUK PENGADUAN PUBLIK (SAMBAT ONLINE) DAN SISTEM MANAJEMEN KINERJA (STUDI KASUS : DINAS KOMINFO KOTA MALANG),SI
1557,Analisis dan Perancangan Sistem Informasi Manajemen Proyek (Studi kasus CV. Profile Image Studio),Analisis dan Perancangan Sistem Informasi Manajemen Proyek (Studi Kasus: CV. Profile Image Studio),SI
1558,"PERBAIKAN PROSES BISNIS MENGGUNAKAN METODE BUSINESS PROCESS IMPROVEMENT (BPI) 
(STUDI KASUS PADA BARAYA TRAVEL)","PERBAIKAN PROSES BISNIS MENGGUNAKAN METODE BUSINESS PROCESS IMPROVEMENT (BPI) 
(STUDI KASUS PADA BARAYA TRAVEL)",SI
1559,Evluasi Penerimaan Dan Penggunaan Terhadap Aplikasi Mobile Among Warga Batu Smart City Menggunakan Model UTAUT,Evaluasi Penerimaan Aplikasi Mobile Among Warga Smart City Pemerintah Kota Batu Menggunakan Model UTAUT,SI
1560,Perancangan User Interface Sistem Computer Assisted Test Berbasis Website Dengan Menggunakan Metode Goal-Directed Design Pada Badan Kepegawaian Daerah Kabupaten Lumajang,PERANCANGAN USER EXPERIENCE APLIKASI COMPUTER ASSISTED TEST (CAT) BERBASIS WEBSITE MENGGUNAKAN METODE GOAL DIRECTED DESIGN PADA BADAN KEPEGAWAIAN DAERAH KABUPATEN LUMAJANG,SI
1561,PENGARUH TINGKAT PENJELAJAHAN DAN INSTENSITAS PENGUNAAN PADA INSTAGRAM TERHADAP PEMBELIAN IMPULS  (STUDI KASUS : SALAD NYOO),PENGARUH TINGKAT PENJELAJAHAN DAN INSTENSITAS PENGUNAAN INSTAGRAM TERHADAP PEMBELIAN IMPULS  OLEH PELANGGAN SALAD NYOO,SI
1562,"Pengaruh Intesitas Penggunaan, Tingkat Penjelajahan dan Advertisement content pada Instagram terhadap pemebelian Impuls","PENGARUH TINGKAT PENJELAJAHAN, INSTENSITAS PENGUNAAN DAN ADVERTISEMENT CONTENT PADA INSTAGRAM TERHADAP PEMBELIAN IMPULS 
STUDI KASUS: UMKM SALAD NYOO",SI
1563,EVALUASI TINGKAT KEMATANGAN MANAJEMEN LAYANAN SISTEM INFORMASI APLIKASI ATM BANK MANDIRI UNIT ELECTRONIC CHANNEL OPERATION REGION IX KALIMANTAN MENGGUNAKAN FRAMEWORK ITIL VERSI 3 DOMAIN SERVICE OPERAT,EVALUASI MATURITAS DAN KAPABILITAS MANAJEMEN LAYANAN BANK MANDIRI UNIT ELECTRONIC CHANNEL OPERATION REGION IX KALIMANTAN MENGGUNAKAN FRAMEWORK ITIL VERSI 3 DOMAIN SERVICE OPERATION,SI
1564,EVALUASI MATURITAS MANAJEMEN LAYANAN E-CHANNEL PADA BANK MANDIRI UNIT ELECTRONIC CHANNEL OPERATION (ECO) REGION IX KALIMANTAN MENGGUNAKAN FRAMEWORK ITIL V3 DOMAIN SERVICE OPERATION,INCIDENT MANAGEMENT DAN PROBLEM MANAGEMENT PADA BANK MANDIRI UNIT ELECTRONIC CHANNEL OPERATION (ECO) REGION IX KALIMANTAN MENGGUNAKAN FRAMEWORK ITIL V3 DOMAIN SERVICE OPERATION,SI
1565,Evaluasi Proses Bisnis Produksi pada PT Segar Murni Utama (MojoTRAS) Mojokerto Menggunakan Metode Quality Evaluation Framework (QEF),,SI
1566,Perancangan dan Evaluasi User Interface Aplikasi Pelayanan Kesehatan Berbasis Mobile Application Menggunakan Metode Rapid Prototyping,,SI
1567,"EVALUASI DAN PERANCANGAN USER INTERFACE APLIKASI EZYPAY MENGGUNAKAN METODE DESIGN SPRINT
(STUDI KASUS PT. ARTA ELEKTRONIK INDONESIA)","EVALUASI DAN PERANCANGAN USER INTERFACE APLIKASI EZYPAY MENGGUNAKAN METODE DESIGN SPRINT
(STUDI KASUS PT. ARTA ELEKTRONIK INDONESIA)",SI
1568,Pengembangan Aplikaksi Pelayanan Kesehatan Berbasis Mobile Application,,SI
1569,PENGEMBANGAN APLIKASI FRONTDESK BERBASIS WEB DENGAN MENGGUNAKAN METODE WATERFALL PADA LEMBAGA PENELITIAN DAN PENGABDIAN MASYARAKAT UNIVERSITAS BRAWIJAYA,Pengembangan Aplikasi Fontdesk Berbasis Web (Studi Kasus : LPPM UB),SI
1570,EVALUASI NIATAN PERILAKU PENGGUNA WANITA FEMALE DAILY MENGGUNAKAN THEORY OF PLANNED BEHAVIOR TERMODIFIKASI,EVALUASI NIATAN PERILAKU PENGGUNA WANITA FEMALE DAILY MENGGUNAKAN THEORY OF PLANNED BEHAVIOR TERMODIFIKASI,SI
1571,EVALUASI NIATAN PERILAKU PENGGUNA WANITA PADA PLATFORM KECANTIKAN MENGGUNAKAN THEORY OF PLANNED BEHAVIOR TERMODIFIKASI  (STUDI KASUS: FEMALE DAILY),EVALUASI NIATAN PERILAKU PENGGUNA WANITA PADA TOUCH POINT PLATFORM KECANTIKAN FEMALE DAILY MENGGUNAKAN THEORY OF PLANNED BEHAVIOR TERMODIFIKASI,SI
1572,Evaluasi Terhadap Penerimaan Pengguna Sistem Enterprise Resource Planning Berbasis Mobile  pada Divisi Material Resource Planning PT. Xacti Indonesia menggunakan metode Adapted UTAUT.,Evaluasi Terhadap Penerimaan Pengguna Sistem Enterprise Resource Planning Berbasis Mobile  pada Divisi Material Resource Planning PT. Xacti Indonesia menggunakan metode Adapted UTAUT.,SI
1573,Evaluasi Terhadap Penerimaan Pengguna Sistem Enterprise Resource Planning Berbasis Tablet PC Menggunakan Metode UTAUT Termodifikasi. (Studi kasus Divisi Material Resource Planning PT. Xacti Indonesia),Evaluasi Terhadap Penerimaan Pengguna Sistem Enterprise Resource Planning Berbasis Tablet PC Menggunakan Metode UTAUT Termodifikasi (Studi kasus Divisi Material Resource Planning PT. Xacti Indonesia ),SI
1574,Analisis User Experience Website Wadah Aspirasi dan Pengaduan Layanan secara Elektronik (WADULE) Kabupaten Pacitan dengan Menggunakan Metode Usability Testing dan User Experience questionnaire (UEQ),Analisis User Experience Website Wadah Aspirasi dan Pengaduan Layanan secara Elektronik (WADULE) Kabupaten Pacitan dengan Menggunakan Metode Usability Testing dan User Experience Questionnaire (UEQ),SI
1575,Evaluasi Pengalaman Pengguna Website Wadah Aspirasi dan Pengaduan Layanan secara Elektronik (WADULE) Kabupaten Pacitan dengan Menggunakan Metode Usability Testing dan User Experience questionnaire (UEQ),EVALUASI PENGALAMAN PENGGUNA WEBSITE WADAH ASPIRASI DAN PENGADUAN LAYANAN SECARA ELEKTRONIK (WADULE) KABUPATEN PACITAN DENGAN MENGGUNAKAN  METODE USABILITY TESTING DAN USER EXPERIENCE QUESTIONNAIRE (UEQ),SI
1576,EVALUASI KUALITAS LAYANAN WEBSITE PEMERINTAH KABUPATEN KEDIRI DENGAN METODE E-GOvQUAL DAN IMPORTANCE PERFORMANCE ANALYSIS (IPA),,SI
1577,"EVALUASI KUALITAS LAYANAN WEBSITE PEMERINTAH
KABUPATEN KEDIRI DENGAN METODE E-GOVQUAL DAN
IMPORTANCE PERFORMANCE ANALYSIS (IPA)",EVALUASI KUALITAS LAYANAN WEBSITE PEMERINTAH KABUPATEN KEDIRI DENGAN METODE E-GOVQUAL DAN IMPORTANCE PERFORMANCE ANALYSIS (IPA),SI
1578,Evaluasi Kualitas Layanan Website Pemerintah Kabupaten Kediri dengan Metode E-GovQual dan Importance Performance Analysis (IPA),EVALUASI KUALITAS LAYANAN WEBSITE DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU KABUPATEN KEDIRI DENGAN METODE E-GOVQUAL DAN IMPORTANCE PERFORMANCE ANALYSIS (IPA),SI
1579,Analisis dan Perancangan Sistem Informasi Laboratorium Menggunakan Pendekatan Object Oriented Analysis And Design (OOAD) (Studi Pada Fakultas Perikanan dan Ilmu Kelautan Universitas Brawijaya),Analisis dan Perancangan Sistem Informasi Laboratorium Menggunakan Pendekatan Object Oriented Analysis And Design (OOAD) (Studi Pada Fakultas Perikanan dan Ilmu Kelautan Universitas Brawijaya),SI
1580,ANALISIS DAN PERANCANGAN SISTEM INFORMASI LABORATORIUM MENGGUNAKAN PENDEKATAN OBJECT ORIENTED ANALYSIS AND DESIGN (OOAD),,SI
1581,EVALUASI MATURITAS MANAJEMEN LAYANAN TEKNOLOGI INFORMASI MENGGUNAKAN FRAMEWORK ITIL VERSI 3 DOMAIN SERVICE OPERATION (STUDI KASUS 24SLIDES CORPORATION),EVALUASI MATURITY LEVEL MANAJEMEN LAYANAN TEKNOLOGI INFORMASI MENGGUNAKAN FRAMEWORK ITIL V.3 DOMAIN SERVICE OPERATION PADA 24SLIDES CORPORATION,SI
1582,Perancangan Portal Pencarian Kerja FirstJob.id Berbasis Web Dengan Pendekatan Human Centered Design,PERANCANGAN PORTAL PENCARIAN KERJA FIRSTJOB.ID BERBASIS WEB DENGAN PENDEKATAN HUMAN CENTERED DESIGN,SI
1583,Evaluasi Keamanan Informasi Pada Dinas Komunikasi dan Informatika Kabupaten Sidoarjo Dengan Menggunakan Indeks Keamanan Informasi (KAMI),EVALUASI KEAMANAN INFORMASI PADA DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN SIDOARJO MENGGUNAKAN INDEKS KEAMANAN INFORMASI (KAMI),SI
1584,EVALUASI DAN PERBAIKAN USABILITY MENGGUNAKAN METODE USABILITY TESTING DAN HEURISTIK EVALUATION (STUDY PADA : APLIKASI JETSTAR),,SI
1585,SISTEM DETEKSI DINI BENCANA TANAH LONGSOR  BERBASIS 3D WEBGIS,"SISTEM DETEKSI DINI BENCANA TANAH LONGSOR
BERBASIS 3D WEBGIS",SI
